name,value_known,value_curve_ref,value_default,value_unresolved_reason,table,source,note,provenance_origin,provenance_dev_name,provenance_source,provenance_source_authority
Bowguy.DurationalAoeDamage.TickInterval,2.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.IncreasedDamageDebuff.DamageMultiplier,2.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.IncreasedDamageDebuff.Duration,7.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.InstantMarkTarget.AdditionalHit.AgilityCoefficient,2.19,,,,AC_Hero_Bowguy,base,was 2.2597,datamine,,,producer_bound
Bowguy.InstantMarkTarget.AdditionalHit.Aoe.AgilityCoefficient,2.19,,,,AC_Hero_Bowguy,base,was 2.2597,datamine,,,producer_bound
Bowguy.InstantMarkTarget.AdditionalHit.Aoe.ChanceToProc,0.25,,,,AC_Hero_Bowguy,base,was 0.20   heartseeker barrage hits only,datamine,,,producer_bound
Bowguy.InstantMarkTarget.AdditionalHit.Aoe.Height,500.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.InstantMarkTarget.AdditionalHit.Aoe.Radius,800.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.InstantMarkTarget.AdditionalHit.Aoe.TargetCountThreshold,12.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.InstantMarkTarget.AdditionalHit.ChanceToProc,0.25,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.InstantMarkTarget.AdditionalHit.ChanceToProcIfCrit,0.5,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.InstantMarkTarget.AdditionalHit.DamageScale,1.0,,,,AC_Hero_Bowguy,base,not used yet but could come as talent,datamine,,,producer_bound
Bowguy.InstantMarkTarget.AdditionalHit.MaxRadius,3000.0,,,,AC_Hero_Bowguy,base,not used yet but could come as talent,datamine,,,producer_bound
Bowguy.InstantMarkTarget.AdditionalTargetsRadius,850.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.InstantMarkTarget.Duration,15.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.InstantMarkTarget.MaxRange,3000.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.InstantMarkTarget.MaxStacks,20.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.InstantMarkTarget.MaxTargets,12.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.InstantMarkTarget.StacksApplied,3.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.InstantMarkTarget.Talent.CooldownReductionOnHeavyProjectileCast.CooldownReductionInSeconds,2.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.InstantMarkTarget.Talent.IncreasedDamage.DamageScale,1.3,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.InstantMarkTarget.Talent.IncreasedInstantMarkTriggerChance.ChanceMultiplier,2.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.InstantSingleInterrupt.Cooldown,20.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.InstantSingleInterrupt.LockoutDuration,4.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.MeleeRange,500.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.PlacedAOEMaxRangeDown,2000.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.PlacedAOEMaxRangeHorizontal,3000.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.PlacedAOEMaxRangeUp,1500.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.ProcHasteBuff.Cooldown,120.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.ProcHasteBuff.Duration,20.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.ProcHasteBuff.HasteIncrease,0.3,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.ProcHasteBuff.Talent.Passive.ReducedCooldown.CooldownScaler,0.8,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.ProcHasteBuff.Talent.TargetedAoeDamageAbilityCooldownRecoveryBuff.CooldownRecoveryAdded,1.2,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.ProccedAoeProjectileDamage.AgilityCoefficient,5.366,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.ProccedAoeProjectileDamage.Cost,20.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.ProccedAoeProjectileDamage.MaxRange,4000.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.ProccedAoeProjectileDamage.PieAngle,100.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.RangedAutoAttack.AgilityCoefficient,0.6,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.RangedAutoAttack.DamageBounceSelfBuff.CooldownReductionInSeconds,2.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.RangedAutoAttack.Proc.Chance,2.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.RangedAutoAttack.Proc.CritChanceModifier,1.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.RangedAutoAttack.Proc.DamageMultiplier,1.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.RangedAutoAttack.Proc.Duration,15.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.RangedAutoAttack.SwingTimer,2.4,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.RangedRange,3000.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.ReducedCostCooldownRecoveryBuff.CastTime,0.7,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.ReducedCostCooldownRecoveryBuff.ChanneledMultiProjectileDebuff.CooldownReductionInSeconds,0.5,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.ReducedCostCooldownRecoveryBuff.Cost,100.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.ReducedCostCooldownRecoveryBuff.DamageMultiplier,1.2,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.ReducedCostCooldownRecoveryBuff.Duration,20.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.ReducedCostCooldownRecoveryBuff.HasteToCooldownRecovery,1.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.ReducedCostCooldownRecoveryBuff.ResourceCostMultiplier,0.5,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.ReducedCostCooldownRecoveryBuff.TargetedAoeDamage.CooldownReductionInSeconds,1.5,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.ResourceGainInterval,0.01,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.ResourceGainPerInterval,0.05,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.ResourceGainPerInterval.Moving,3.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.ResourceGainPerInterval.StanceMoving,7.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.ResourceGainPerInterval.StandingStill,10.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.SelfBuffForAoeProjectile.Cooldown,45.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.SelfBuffForAoeProjectile.CostMultiplier,0.5,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.SelfBuffForAoeProjectile.Duration,15.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.SelfBuffForAoeProjectile.MaxStacks,4.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.SelfBuffForAoeProjectile.MinProjectiles,3.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.SelfBuffForAoeProjectile.Talent.ChargesCooldownAndDuration.CooldownReductionInSeconds,10.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.SelfBuffForAoeProjectile.Talent.ChargesCooldownAndDuration.DamageBonus,1.5,,,,AC_Hero_Bowguy,base,additive multiply,datamine,,,producer_bound
Bowguy.SelfBuffForAoeProjectile.Talent.ChargesCooldownAndDuration.DurationOverride,4.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.SelfDefenceBuff.Cooldown,30.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.SelfDefenceBuff.Duration,4.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.SelfDefenceBuff.IncomingDamageMultiplier,0.6,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.SelfDefenceBuff.Talent.IncreasedDurationAndDispel.AdditionalDurationInSeconds,4.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.SingleProjectileDamage.AgilityCoefficient,3.4548,,,,AC_Hero_Bowguy,base,was 2.879,datamine,,,producer_bound
Bowguy.SingleProjectileDamage.Cost,15.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.SingleProjectileDamage.Talent.ChanceInstantMarkTarget.ChanceMultiply,1.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.SingleProjectileDamage.Talent.ChanceInstantMarkTarget.CooldownReductionInSeconds,0.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.SingleProjectileDamage.Talent.CooldownReduction.ReductionInSeconds,1.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.SpiritProc.NumOfStacks.AdditionalTargets,2.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.SpiritProc.NumOfStacks.MainTarget,5.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.SpiritProc.ResourceRefund.FlatSpiritPointGain,1.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.SpiritProc.TargetMaxRange,3000.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.Talent.IncomingAoeDamageReduction.AdditionalAvoidance,0.1,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.Talent.IncreasedCritChanceAtLowHealth.AdditionalCritChance,0.2,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.Talent.IncreasedMovementSpeed.SpeedMultiplier,1.2,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.Talent.ReducedIncomingMagicDamage.DamageMultiplier,0.9,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.TargetedAoeDamage.AgilityCoefficient,1.0,,,,AC_Hero_Bowguy,base,was 1.249,datamine,,,producer_bound
Bowguy.TargetedAoeDamage.Cooldown,40.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.TargetedAoeDamage.Cost,30.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.TargetedAoeDamage.Duration,8.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.TargetedAoeDamage.Radius,700.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.TargetedAoeDamage.Talent.IncreasedDamage,1.0,,,,AC_Hero_Bowguy,base,Added to Legendary Wrist,datamine,,,producer_bound
Bowguy.TargetedAoeDamage.Talent.IncreasedDurationAndExtension.AoeProjectileDamage.DurationExtensionPerUse,0.25,,,,AC_Hero_Bowguy,base,was 0.5,datamine,,,producer_bound
Bowguy.TargetedAoeDamage.Talent.IncreasedDurationAndExtension.DurationIncreaseInSeconds,3.0,,,,AC_Hero_Bowguy,base,was 2.0,datamine,,,producer_bound
Bowguy.TargetedAoeDamage.Talent.IncreasedDurationAndExtension.MainTargetDamageBonus.DamageScaler,2.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.TargetedAoeDamage.Talent.IncreasedInstantMarkTriggerChance.AddedCritChance,0.2,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.TargetedAoeDamage.TargetCountThreshold,12.0,,,,AC_Hero_Bowguy,base,was 10.0,datamine,,,producer_bound
Bowguy.TargetedAoeDamage.TickInterval,1.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.TargetedAoePull.Cooldown,120.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.TargetedAoePull.Debuff.Duration,8.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.TargetedAoePull.Debuff.MoveSpeedMultiplier,0.35,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.TargetedAoePull.ProjectileSpeed,8000.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.TargetedAoePull.PullDuration,0.25,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.TargetedAoePull.Radius,800.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.TargetedAoePull.Talent.ChargedLongerCooldown.AdditionalCooldownInSeconds,30.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Bowguy.TargetedAoePull.Talent.ChargedLongerCooldown.MaxCharges,2.0,,,,AC_Hero_Bowguy,base,,datamine,,,producer_bound
Brimborn.CastedAoeDotStacksToDamage.CastTime,2.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.CastedAoeDotStacksToDamage.IntellectCoefficientPerStack,0.3,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.CastedAoeDotStacksToDamage.MaxRange,4000.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.CastedAoeDotStacksToDamage.MaxStacksToConsume,5.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.CastedAoeDotStacksToDamage.ResourceCost,20.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.ChargedForwardDash.ChargeTime,30.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.ChargedForwardDash.DashDuration,0.2,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.ChargedForwardDash.Distance,1000.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.ChargedForwardDash.MaxCharges,2.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.ChargedMoveToLocation.Cooldown,10.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.ChargedMoveToLocation.JumpHeight,150.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.ChargedMoveToLocation.MaxRange,4000.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.ChargedMoveToLocation.MovementSpeed,6000.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.ChargedMoveToLocation.NumOfCharges,2.0,,,,AbilityConstants,base,Change manually in GE,datamine,,,producer_bound
Brimborn.DotAndExpertiseBuff.Duration,20.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.DotAndExpertiseBuff.MaxCharges,20.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.DotAndExpertiseBuff.SpiritCost,100.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.DotAndExpertiseBuff.StackIncreaseDurationScaler,1.5,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.Expertise.BaseMaxIncrease,0.1,,,,AbilityConstants,base,0.1 is a maximal of 10% damage increase depending on the distance,datamine,,,producer_bound
Brimborn.Expertise.ExtraExpertiseDamage,0.005,,,,AbilityConstants,base,this is how much the BaseMaxIncrease will increase per Expertise percentage,datamine,,,producer_bound
Brimborn.Expertise.MaxDistance,4000.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.Expertise.MinDistance,100.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.MeleeAoeDot.Cooldown,10.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.MeleeAoeDot.Damage.IntellectCoefficient,0.3,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.MeleeAoeDot.Damage.Spread,0.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.MeleeAoeDot.Dot.Duration,20.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.MeleeAoeDot.Dot.IntellectCoefficient,0.2,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.MeleeAoeDot.Dot.MaxStack,20.0,,,,AbilityConstants,base,Change manually in Effect BP,datamine,,,producer_bound
Brimborn.MeleeAoeDot.Dot.ResourceGainPerTick,0.2,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.MeleeAoeDot.Dot.Spread,0.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.MeleeAoeDot.Dot.StackIncreaseDuration,3.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.MeleeAoeDot.Dot.TickInterval,3.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.MeleeAoeDot.MaxRange,730.0,,,,AbilityConstants,base,8 yards,datamine,,,producer_bound
Brimborn.MeleeAoeDot.ResourcePerTarget,2.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.MeleeAutoAttack.IntellectCoefficient,1.1,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.MeleeAutoAttack.MaxRange,350.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.MeleeAutoAttack.Spread,0.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.MeleeHighDamage.Cooldown,20.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.MeleeHighDamage.CritToDoTStacks,3.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.MeleeHighDamage.Damage.IntellectCoefficient,2.6,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.MeleeHighDamage.Damage.Spread,0.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.MeleeHighDamage.MaxRange,350.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.MeleeHighDamage.ResourceGain,20.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.MeleeInterrupt.Cooldown,40.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.MeleeInterrupt.MaxRange,500.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.Passive.DamageIncreasePerDotStack,0.005,,,,AbilityConstants,base,Currently not in use,datamine,,,producer_bound
Brimborn.Passive.DotAbsorbShield.Duration,5.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.Passive.DotAbsorbShield.MaxHealthPercentage,0.1,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.Passive.DotAbsorbShield.NumOfStacksActivation,10.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.Passive.RangedCastedDotStackIncreaserProc.ProcChance,0.04,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.RangedCastedDot.CastTime,2.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.RangedCastedDot.Dot.Duration,18.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.RangedCastedDot.Dot.IntellectCoefficient,0.5,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.RangedCastedDot.Dot.MaxStack,20.0,,,,AbilityConstants,base,Change manually in Effect BP,datamine,,,producer_bound
Brimborn.RangedCastedDot.Dot.ResourceGainPerTick,0.5,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.RangedCastedDot.Dot.Spread,0.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.RangedCastedDot.Dot.StackIncreaseDuration,2.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.RangedCastedDot.Dot.TickInterval,3.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.RangedCastedDot.MaxRange,4000.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.RangedCastedDot.ResourceCost,10.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.RangedCastedDotStackIncreaser.CastTime,2.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.RangedCastedDotStackIncreaser.Dot.Duration,2.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.RangedCastedDotStackIncreaser.Dot.IntellectCoefficient,0.2,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.RangedCastedDotStackIncreaser.Dot.Spread,0.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.RangedCastedDotStackIncreaser.Dot.TickInterval,1.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.RangedCastedDotStackIncreaser.DotDurationIncrease,2.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.RangedCastedDotStackIncreaser.MaxRange,4000.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.RangedCastedDotStackIncreaser.ProcChance,0.1,,,,AbilityConstants,base,Proc for CastedAoeDotStacksToDamage,datamine,,,producer_bound
Brimborn.RangedCastedDotStackIncreaser.ProcResourceCostReduction,0.5,,,,AbilityConstants,base,Proc for CastedAoeDotStacksToDamage,datamine,,,producer_bound
Brimborn.RangedCastedDotStackIncreaser.ResourceGain,5.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.RangedInstantDot.Damage.IntellectCoefficient,0.3,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.RangedInstantDot.Damage.Spread,0.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.RangedInstantDot.Dot.Duration,18.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.RangedInstantDot.Dot.IntellectCoefficient,0.05,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.RangedInstantDot.Dot.MaxStack,20.0,,,,AbilityConstants,base,Change manually in Effect BP,datamine,,,producer_bound
Brimborn.RangedInstantDot.Dot.ResourceGainPerTick,0.005,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.RangedInstantDot.Dot.Spread,0.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.RangedInstantDot.Dot.StackIncreaseDuration,5.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.RangedInstantDot.Dot.TickInterval,2.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.RangedInstantDot.MaxRange,4000.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.RangedStun.Cooldown,40.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.RangedStun.MaxRange,4000.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.RangedStun.StunDuration,3.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.SelfDefenceBuff.Cooldown,90.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.SelfDefenceBuff.Duration,12.0,,,,AbilityConstants,base,,datamine,,,producer_bound
Brimborn.SelfDefenceBuff.IncomingDamageScaler,0.8,,,,AbilityConstants,base,,datamine,,,producer_bound
CM_ArcanePrison.HealthPercentagePerTick,0.1,,,,AC_CrystalMines,base,drains 5% of max health each tick,datamine,,,producer_bound
CM_ArcanePrison.TickPeriod,1.0,,,,AC_CrystalMines,base,,datamine,,,producer_bound
CM_BlackburnMantrader.CastedRangedProjectile.CastTime,2.0,,,,AC_CrystalMines,base,,datamine,,,producer_bound
CM_BlackburnMantrader.CastedRangedProjectile.Debuff.Duration,6.0,,,,AC_CrystalMines,base,,datamine,,,producer_bound
CM_BlackburnMantrader.CastedRangedProjectile.Debuff.MovementSpeedMultiplier,0.6,,,,AC_CrystalMines,base,Movement speed is multipied by this,datamine,,,producer_bound
CM_BlackburnMantrader.CastedRangedProjectile.InitalMaxCooldown,0.0,,,,AC_CrystalMines,base,,datamine,,,producer_bound
CM_BlackburnMantrader.CastedRangedProjectile.InitalMinCooldown,0.0,,,,AC_CrystalMines,base,,datamine,,,producer_bound
CM_BlackburnMantrader.CastedRangedProjectile.IntellectCoefficient,2.0,,,,AC_CrystalMines,base,,datamine,,,producer_bound
CM_BlackburnMantrader.CastedRangedProjectile.InterruptCooldown,6.0,,,,AC_CrystalMines,base,,datamine,,,producer_bound
CM_BlackburnMantrader.CastedRangedProjectile.MaxCooldown,0.0,,,,AC_CrystalMines,base,,datamine,,,producer_bound
CM_BlackburnMantrader.CastedRangedProjectile.MaxRange,4000.0,,,,AC_CrystalMines,base,,datamine,,,producer_bound
