id,namespace,tag,numeric_id,provenance_origin,provenance_dev_name,provenance_source,provenance_source_authority
CRAICharacter/BP_NPC_PR_PossessedArmor,CRAICharacter,BP_NPC_PR_PossessedArmor,115,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_PR_Scallywag,CRAICharacter,BP_NPC_PR_Scallywag,114,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_PR_Shark,CRAICharacter,BP_NPC_PR_Shark,113,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_PR_ShipRat,CRAICharacter,BP_NPC_PR_ShipRat,112,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_PR_SpectralSwab,CRAICharacter,BP_NPC_PR_SpectralSwab,111,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_PR_Swashbuckler,CRAICharacter,BP_NPC_PR_Swashbuckler,110,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_PR_TigerCat,CRAICharacter,BP_NPC_PR_TigerCat,109,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_PR_TreasureMinion,CRAICharacter,BP_NPC_PR_TreasureMinion,108,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_PR_WaterCaster,CRAICharacter,BP_NPC_PR_WaterCaster,107,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_SG_BossSiren,CRAICharacter,BP_NPC_SG_BossSiren,105,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_SG_CoralLasher,CRAICharacter,BP_NPC_SG_CoralLasher,104,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_SG_DrownedSailor,CRAICharacter,BP_NPC_SG_DrownedSailor,103,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_SG_EchoingSpirit,CRAICharacter,BP_NPC_SG_EchoingSpirit,102,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_SG_EchoingSpirit_Ghost,CRAICharacter,BP_NPC_SG_EchoingSpirit_Ghost,101,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_SG_GhostCorpse,CRAICharacter,BP_NPC_SG_GhostCorpse,100,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_SG_GhostEruptor,CRAICharacter,BP_NPC_SG_GhostEruptor,99,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_SG_GhostFerventSoldier,CRAICharacter,BP_NPC_SG_GhostFerventSoldier,98,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_SG_GhostOrc,CRAICharacter,BP_NPC_SG_GhostOrc,97,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_SG_GreaterWaterElemental,CRAICharacter,BP_NPC_SG_GreaterWaterElemental,96,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_SG_SaltSprite,CRAICharacter,BP_NPC_SG_SaltSprite,95,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_SG_WaterElemental,CRAICharacter,BP_NPC_SG_WaterElemental,94,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_SG_Wisp,CRAICharacter,BP_NPC_SG_Wisp,93,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_SH_BossSpider,CRAICharacter,BP_NPC_SH_BossSpider,92,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_SH_CarrionHorror,CRAICharacter,BP_NPC_SH_CarrionHorror,268,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_SH_Citizen_01,CRAICharacter,BP_NPC_SH_Citizen_01,88,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_SH_Eggbearer,CRAICharacter,BP_NPC_SH_Eggbearer,267,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_SH_GravesnareKidnapper,CRAICharacter,BP_NPC_SH_GravesnareKidnapper,91,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_SH_RotheartRecluse,CRAICharacter,BP_NPC_SH_RotheartRecluse,90,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_SH_Spiderling,CRAICharacter,BP_NPC_SH_Spiderling,89,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_SH_Venomdrinker,CRAICharacter,BP_NPC_SH_Venomdrinker,266,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_SP_BossMarcass,CRAICharacter,BP_NPC_SP_BossMarcass,315,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_SP_FrostWolf,CRAICharacter,BP_NPC_SP_FrostWolf,314,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_SP_PolarBear,CRAICharacter,BP_NPC_SP_PolarBear,313,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_ST_BigBloodElemental,CRAICharacter,BP_NPC_ST_BigBloodElemental,326,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_ST_BloodBrute,CRAICharacter,BP_NPC_ST_BloodBrute,325,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_ST_BloodCreation,CRAICharacter,BP_NPC_ST_BloodCreation,324,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_ST_BloodCreationBig,CRAICharacter,BP_NPC_ST_BloodCreationBig,323,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_ST_BloodOrb,CRAICharacter,BP_NPC_ST_BloodOrb,322,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_ST_BossArbiter,CRAICharacter,BP_NPC_ST_BossArbiter,321,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_ST_BossArbiterIllusion,CRAICharacter,BP_NPC_ST_BossArbiterIllusion,320,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_ST_BossDefenseEye,CRAICharacter,BP_NPC_ST_BossDefenseEye,319,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_ST_BossGatekeeper,CRAICharacter,BP_NPC_ST_BossGatekeeper,318,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_ST_SanguineCrusher,CRAICharacter,BP_NPC_ST_SanguineCrusher,317,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_ST_SmallBloodElemental,CRAICharacter,BP_NPC_ST_SmallBloodElemental,316,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_Shared_PolymorphChickenLarge,CRAICharacter,BP_NPC_Shared_PolymorphChickenLarge,273,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_Shared_PolymorphChickenMedium,CRAICharacter,BP_NPC_Shared_PolymorphChickenMedium,272,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_Shared_PolymorphChickenSmall,CRAICharacter,BP_NPC_Shared_PolymorphChickenSmall,271,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UB_BossArchbishop,CRAICharacter,BP_NPC_UB_BossArchbishop,87,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UB_BossArchbishop_SpawnOrbs_Orb,CRAICharacter,BP_NPC_UB_BossArchbishop_SpawnOrbs_Orb,264,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UB_BossLifebringer,CRAICharacter,BP_NPC_UB_BossLifebringer,86,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UB_BossLifebringerCaster,CRAICharacter,BP_NPC_UB_BossLifebringerCaster,85,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UB_BossLifebringerLunatic,CRAICharacter,BP_NPC_UB_BossLifebringerLunatic,84,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UB_BossLifebringerWarrior,CRAICharacter,BP_NPC_UB_BossLifebringerWarrior,83,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UB_BossMarcassCree,CRAICharacter,BP_NPC_UB_BossMarcassCree,82,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UB_BossMarcassCree_Minion,CRAICharacter,BP_NPC_UB_BossMarcassCree_Minion,81,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UB_BossOperator,CRAICharacter,BP_NPC_UB_BossOperator,80,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UB_BossSiegeGraveyard,CRAICharacter,BP_NPC_UB_BossSiegeGraveyard,79,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UB_BossWarband,CRAICharacter,BP_NPC_UB_BossWarband,78,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UB_BossWarmachine,CRAICharacter,BP_NPC_UB_BossWarmachine,77,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UB_CadavrianBannerman,CRAICharacter,BP_NPC_UB_CadavrianBannerman,76,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UB_CarrionCollector,CRAICharacter,BP_NPC_UB_CarrionCollector,75,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UB_Corpse,CRAICharacter,BP_NPC_UB_Corpse,74,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UB_Crusader,CRAICharacter,BP_NPC_UB_Crusader,73,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UB_DeadeyeAbalest,CRAICharacter,BP_NPC_UB_DeadeyeAbalest,72,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UB_DefendingArcher,CRAICharacter,BP_NPC_UB_DefendingArcher,71,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UB_DefendingCleric,CRAICharacter,BP_NPC_UB_DefendingCleric,70,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UB_DefendingKnight,CRAICharacter,BP_NPC_UB_DefendingKnight,69,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UB_FallenCleric,CRAICharacter,BP_NPC_UB_FallenCleric,68,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UB_FerventSoldier,CRAICharacter,BP_NPC_UB_FerventSoldier,67,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UB_Healer,CRAICharacter,BP_NPC_UB_Healer,66,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UB_HealingMinion,CRAICharacter,BP_NPC_UB_HealingMinion,65,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UB_NecroticMass,CRAICharacter,BP_NPC_UB_NecroticMass,64,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UB_NightclawBreacher,CRAICharacter,BP_NPC_UB_NightclawBreacher,63,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UB_RaisedKnight,CRAICharacter,BP_NPC_UB_RaisedKnight,62,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UB_ReanimatedArcher,CRAICharacter,BP_NPC_UB_ReanimatedArcher,61,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UB_ShadowboundPhalanx,CRAICharacter,BP_NPC_UB_ShadowboundPhalanx,60,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UB_SoulSpreader,CRAICharacter,BP_NPC_UB_SoulSpreader,59,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UB_SoulstainedIncinerator,CRAICharacter,BP_NPC_UB_SoulstainedIncinerator,58,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UB_SoulstainedShambler,CRAICharacter,BP_NPC_UB_SoulstainedShambler,57,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UC_BossSoulKing,CRAICharacter,BP_NPC_UC_BossSoulKing,55,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UC_Boss_Baptist,CRAICharacter,BP_NPC_UC_Boss_Baptist,56,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UC_CadavrianArbalist,CRAICharacter,BP_NPC_UC_CadavrianArbalist,54,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UC_CadavrianCrusader,CRAICharacter,BP_NPC_UC_CadavrianCrusader,53,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UC_CadavrianDeathPriest,CRAICharacter,BP_NPC_UC_CadavrianDeathPriest,52,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UC_CadavrianMonk,CRAICharacter,BP_NPC_UC_CadavrianMonk,51,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UC_CadavrianSharpshooter,CRAICharacter,BP_NPC_UC_CadavrianSharpshooter,50,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UC_ConvertedSoldier,CRAICharacter,BP_NPC_UC_ConvertedSoldier,49,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UC_EvilSpirit,CRAICharacter,BP_NPC_UC_EvilSpirit,48,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UC_RotBringer,CRAICharacter,BP_NPC_UC_RotBringer,47,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UC_RottenWretchHands,CRAICharacter,BP_NPC_UC_RottenWretchHands,46,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UC_UndyingGuardian,CRAICharacter,BP_NPC_UC_UndyingGuardian,45,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UM_BossDrazhulTheFleshbroker,CRAICharacter,BP_NPC_UM_BossDrazhulTheFleshbroker,44,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UM_BossSlavetraderBrull,CRAICharacter,BP_NPC_UM_BossSlavetraderBrull,43,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UM_Desecrater,CRAICharacter,BP_NPC_UM_Desecrater,42,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UM_GorestainedButcher,CRAICharacter,BP_NPC_UM_GorestainedButcher,41,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UM_HornedSeer,CRAICharacter,BP_NPC_UM_HornedSeer,40,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UM_Outrunner,CRAICharacter,BP_NPC_UM_Outrunner,39,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UM_SlaveCage,CRAICharacter,BP_NPC_UM_SlaveCage,38,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UM_UrrakSlaver,CRAICharacter,BP_NPC_UM_UrrakSlaver,37,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_UM_UrrakWitch,CRAICharacter,BP_NPC_UM_UrrakWitch,36,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_VC_BossBaaz,CRAICharacter,BP_NPC_VC_BossBaaz,263,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_VC_BossBrute,CRAICharacter,BP_NPC_VC_BossBrute,35,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_VV_BlackburnMystic,CRAICharacter,BP_NPC_VV_BlackburnMystic,34,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_VV_BlackburnSlaver,CRAICharacter,BP_NPC_VV_BlackburnSlaver,33,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_VV_BlackmistCutthroat,CRAICharacter,BP_NPC_VV_BlackmistCutthroat,32,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_VV_BlackmistShadow,CRAICharacter,BP_NPC_VV_BlackmistShadow,30,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_VV_BlackmistShadowMinion,CRAICharacter,BP_NPC_VV_BlackmistShadowMinion,31,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_VV_BlackmistWhisperer,CRAICharacter,BP_NPC_VV_BlackmistWhisperer,29,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_VV_BossChilgar,CRAICharacter,BP_NPC_VV_BossChilgar,28,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_VV_BossChilgarLargeOrb,CRAICharacter,BP_NPC_VV_BossChilgarLargeOrb,27,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_VV_BossChilgarSmallOrb,CRAICharacter,BP_NPC_VV_BossChilgarSmallOrb,26,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_VV_BossFrostTroll,CRAICharacter,BP_NPC_VV_BossFrostTroll,25,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_VV_BossFrostTroll_IceBlock,CRAICharacter,BP_NPC_VV_BossFrostTroll_IceBlock,24,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_VV_BossKaldursonFire,CRAICharacter,BP_NPC_VV_BossKaldursonFire,23,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_VV_BossKaldursonIce,CRAICharacter,BP_NPC_VV_BossKaldursonIce,22,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_VV_BossVikingMystic,CRAICharacter,BP_NPC_VV_BossVikingMystic,18,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_VV_BossVikingMystic_RuneMinion1,CRAICharacter,BP_NPC_VV_BossVikingMystic_RuneMinion1,17,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_VV_ChilgarSpike,CRAICharacter,BP_NPC_VV_ChilgarSpike,269,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_VV_ColdbrineElementalist,CRAICharacter,BP_NPC_VV_ColdbrineElementalist,16,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_VV_ColdbrineFiend,CRAICharacter,BP_NPC_VV_ColdbrineFiend,15,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_VV_CravenHiisi,CRAICharacter,BP_NPC_VV_CravenHiisi,14,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_VV_FrenziedLooter,CRAICharacter,BP_NPC_VV_FrenziedLooter,13,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_VV_IcebitePillager,CRAICharacter,BP_NPC_VV_IcebitePillager,12,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_VV_IcebiteReaver,CRAICharacter,BP_NPC_VV_IcebiteReaver,11,datamine,,,legacy_unbound
CRAICharacter/BP_NPC_VV_SootstainedArsonist,CRAICharacter,BP_NPC_VV_SootstainedArsonist,10,datamine,,,legacy_unbound
CRAICharacter/BP_PR_AttachedChains,CRAICharacter,BP_PR_AttachedChains,120,datamine,,,legacy_unbound
CRAICharacter/BP_PR_BossTreasureDemon_Ball,CRAICharacter,BP_PR_BossTreasureDemon_Ball,122,datamine,,,legacy_unbound
CRAICharacter/BP_RenamedNPC,CRAICharacter,BP_RenamedNPC,288,datamine,,,legacy_unbound
CRAICharacter/BP_TargetDummyAI,CRAICharacter,BP_TargetDummyAI,262,datamine,,,legacy_unbound
CRAICharacter/BP_TargetDummyAI_LargeHitCapsule,CRAICharacter,BP_TargetDummyAI_LargeHitCapsule,338,datamine,,,legacy_unbound
CRAICharacter/BP_TargetDummyNPCHelper,CRAICharacter,BP_TargetDummyNPCHelper,261,datamine,,,legacy_unbound
CRAICharacter/BP_TrainingDummyAI,CRAICharacter,BP_TrainingDummyAI,5,datamine,,,legacy_unbound
CRAICharacter/BP_TrainingDummyAI_Damager,CRAICharacter,BP_TrainingDummyAI_Damager,4,datamine,,,legacy_unbound
CRAICharacter/BP_TutorialAICharacter,CRAICharacter,BP_TutorialAICharacter,265,datamine,,,legacy_unbound
CRAICharacter/BP_VV_NPC_BossVikingGod,CRAICharacter,BP_VV_NPC_BossVikingGod,21,datamine,,,legacy_unbound
CRAICharacter/BP_VV_NPC_BossVikingGod_LargeOrb,CRAICharacter,BP_VV_NPC_BossVikingGod_LargeOrb,20,datamine,,,legacy_unbound
CRAICharacter/BP_VV_NPC_BossVikingGod_SmallOrb,CRAICharacter,BP_VV_NPC_BossVikingGod_SmallOrb,19,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Finesse_BasicToAoe,CRCharacterAugmentationAsset,CAA_Finesse_BasicToAoe,712,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Finesse_BasicToIncreasedPower,CRCharacterAugmentationAsset,CAA_Finesse_BasicToIncreasedPower,711,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Finesse_CritChanceToHealOrDamage,CRCharacterAugmentationAsset,CAA_Finesse_CritChanceToHealOrDamage,710,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Finesse_CurrentSpiritToBuff,CRCharacterAugmentationAsset,CAA_Finesse_CurrentSpiritToBuff,709,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Finesse_DrainHealthBasedOnPrimaryStat,CRCharacterAugmentationAsset,CAA_Finesse_DrainHealthBasedOnPrimaryStat,708,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Finesse_IncreasedBasicDamage,CRCharacterAugmentationAsset,CAA_Finesse_IncreasedBasicDamage,707,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Finesse_IncreasedPowerPerCurrentSpirit,CRCharacterAugmentationAsset,CAA_Finesse_IncreasedPowerPerCurrentSpirit,706,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Finesse_MajorIncreasedCooldownRecoveryPerHaste,CRCharacterAugmentationAsset,CAA_Finesse_MajorIncreasedCooldownRecoveryPerHaste,705,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Finesse_MajorToReducedControlCooldown,CRCharacterAugmentationAsset,CAA_Finesse_MajorToReducedControlCooldown,704,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Finesse_PeriodicHasteBuff,CRCharacterAugmentationAsset,CAA_Finesse_PeriodicHasteBuff,703,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Finesse_PowerChanceSpirit,CRCharacterAugmentationAsset,CAA_Finesse_PowerChanceSpirit,702,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Finesse_PowerIncreasedCritChanceAndPower,CRCharacterAugmentationAsset,CAA_Finesse_PowerIncreasedCritChanceAndPower,701,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Finesse_PowerToIncreasedCritChance,CRCharacterAugmentationAsset,CAA_Finesse_PowerToIncreasedCritChance,700,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Finesse_StartWithSpiritPoints,CRCharacterAugmentationAsset,CAA_Finesse_StartWithSpiritPoints,699,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Firemage_Trait1,CRCharacterAugmentationAsset,CAA_Firemage_Trait1,678,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Firemage_Trait2,CRCharacterAugmentationAsset,CAA_Firemage_Trait2,677,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Firemage_Trait3,CRCharacterAugmentationAsset,CAA_Firemage_Trait3,676,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Gunde_Trait1,CRCharacterAugmentationAsset,CAA_Gunde_Trait1,748,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Gunde_Trait10,CRCharacterAugmentationAsset,CAA_Gunde_Trait10,749,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Gunde_Trait11,CRCharacterAugmentationAsset,CAA_Gunde_Trait11,750,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Gunde_Trait12,CRCharacterAugmentationAsset,CAA_Gunde_Trait12,751,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Gunde_Trait13,CRCharacterAugmentationAsset,CAA_Gunde_Trait13,752,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Gunde_Trait14,CRCharacterAugmentationAsset,CAA_Gunde_Trait14,753,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Gunde_Trait15,CRCharacterAugmentationAsset,CAA_Gunde_Trait15,754,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Gunde_Trait16,CRCharacterAugmentationAsset,CAA_Gunde_Trait16,755,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Gunde_Trait17,CRCharacterAugmentationAsset,CAA_Gunde_Trait17,756,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Gunde_Trait18,CRCharacterAugmentationAsset,CAA_Gunde_Trait18,757,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Gunde_Trait19,CRCharacterAugmentationAsset,CAA_Gunde_Trait19,758,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Gunde_Trait2,CRCharacterAugmentationAsset,CAA_Gunde_Trait2,759,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Gunde_Trait20,CRCharacterAugmentationAsset,CAA_Gunde_Trait20,760,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Gunde_Trait21,CRCharacterAugmentationAsset,CAA_Gunde_Trait21,761,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Gunde_Trait22,CRCharacterAugmentationAsset,CAA_Gunde_Trait22,762,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Gunde_Trait23,CRCharacterAugmentationAsset,CAA_Gunde_Trait23,763,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Gunde_Trait24,CRCharacterAugmentationAsset,CAA_Gunde_Trait24,764,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Gunde_Trait25,CRCharacterAugmentationAsset,CAA_Gunde_Trait25,698,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Gunde_Trait26,CRCharacterAugmentationAsset,CAA_Gunde_Trait26,697,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Gunde_Trait27,CRCharacterAugmentationAsset,CAA_Gunde_Trait27,765,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Gunde_Trait3,CRCharacterAugmentationAsset,CAA_Gunde_Trait3,766,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Gunde_Trait4,CRCharacterAugmentationAsset,CAA_Gunde_Trait4,767,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Gunde_Trait5,CRCharacterAugmentationAsset,CAA_Gunde_Trait5,768,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Gunde_Trait6,CRCharacterAugmentationAsset,CAA_Gunde_Trait6,769,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Gunde_Trait7,CRCharacterAugmentationAsset,CAA_Gunde_Trait7,770,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Gunde_Trait8,CRCharacterAugmentationAsset,CAA_Gunde_Trait8,771,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Gunde_Trait9,CRCharacterAugmentationAsset,CAA_Gunde_Trait9,772,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Ink_AbilityRank1,CRCharacterAugmentationAsset,CAA_Ink_AbilityRank1,747,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Ink_AbilityRank2,CRCharacterAugmentationAsset,CAA_Ink_AbilityRank2,746,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Ink_AbilityRank3,CRCharacterAugmentationAsset,CAA_Ink_AbilityRank3,745,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Ink_AbilityRank4,CRCharacterAugmentationAsset,CAA_Ink_AbilityRank4,744,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Ink_AbilityRank5,CRCharacterAugmentationAsset,CAA_Ink_AbilityRank5,743,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Ink_AbilityRank6,CRCharacterAugmentationAsset,CAA_Ink_AbilityRank6,742,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Ink_AbilityRank7,CRCharacterAugmentationAsset,CAA_Ink_AbilityRank7,741,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_Ink_AbilityRank8,CRCharacterAugmentationAsset,CAA_Ink_AbilityRank8,740,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_LegendaryStat_IncreasedCooldownReduction,CRCharacterAugmentationAsset,CAA_LegendaryStat_IncreasedCooldownReduction,696,datamine,,,legacy_unbound
CRCharacterAugmentationAsset/CAA_LegendaryStat_IncreasedDamageReduction,CRCharacterAugmentationAsset,CAA_LegendaryStat_IncreasedDamageReduction,695,datamine,,,legacy_unbound
