id,guid,hero,name,gameplay_ability_asset,enabled_in_game,category,damage_school,attack_range,offensive,description,dynamic_description,cost_effect,global_cooldown_effect,icon_id,icon_kind,icon_width,icon_height,provenance_origin,provenance_dev_name,provenance_source
GA_Vigor_InstantResourceGain,f1e75831-02db-5815-badf-bdbf41dd6c0b,Vigor,Runic Proliferation,GA_Vigor_InstantResourceGain_C,true,Major,Magic.Holy,,,"Instantly generate <rt.mana>3 Radiant Runes</>. For the next 8 seconds, any <rt.absorb>Rune Abilities</> you cast are empowered, increasing their effectiveness by 20%.

<rt.meikoability2>Can be used during Global Cooldown</>",,GE_Vigor_InstantResourceGain_ManaCost,,T_Vigor_HealRune,AbilityIcon,256,256,datamine,,
GA_Vigor_PartyHealAndSelfBuff_C,dd466013-c39a-5898-958e-6034f7b9bc56,Vigor,Avatar of Light,GA_Vigor_PartyHealAndSelfBuff_C,true,Spirit,Magic.Holy,,,,"Instantly heal all allies within a large radius of you for {AvatarDirectHeal} and enter an enlightened state for 9 sec, enhancing your abilities.

<rt.absorb>Radiant Blast</>
Deals <rt.warning>50% increased damage</> and has no <bold>Cooldown</>.

<rt.absorb>Heal</>
Costs <rt.mana>50% less Mana</> and is <rt.bold>Instant Cast</>.

<rt.absorb>Circle of Light</>
Costs <rt.mana>50% less Mana</> and has no <bold>Cooldown</>.


<rt.absorb>SPIRIT ABILITY</>
<rt.greyitalic>When you activate your Spirit ability you gain </><rt.absorb> Spirit of Heroism</><rt.greyitalic>, granting +30% Haste and +600% Mana Recovery for 20 sec.</>",GE_Vigor_PartyHealAndSelfBuff_ResourceCost,GE_GlobalCooldown,T_Vigor_Spirit,AbilityIcon,256,256,datamine,,
GA_Vigor_Passive_Echo_Monitor_C,ab511449-4b9a-5feb-9acb-8fdebaa4a3e2,Vigor,Rune of Renewal,GA_Vigor_Passive_Echo_Monitor_C,true,,,,,,,,,,,,,datamine,,
GA_Vigor_SIngleTargetProjectileStun_C,4d4adb91-eed3-58ee-bd8b-616c44491a56,Vigor,Throw Book,GA_Vigor_SIngleTargetProjectileStun_C,true,,,,,"Educate a target, <rt.absorb>Stunning</> them for 2 sec.

<rt.meikoability2>Can be used during Global Cooldown</>",,,,T_Vigor_Book,AbilityIcon,256,256,datamine,,
GA_Vigor_SingleAllyDispel_C,aa64398c-1366-5126-beaa-873070ead6cf,Vigor,Remove Magic,GA_Vigor_SingleAllyDispel_C,true,Utility,Magic.Holy,,,Remove all <rt.debuff>Harmful</> <rt.bold>Magic Effects</> from target ally.,,GE_Vigor_SingleAllyDispel_ResourceCost,GE_GlobalCooldown,T_Vigor_Dispel,AbilityIcon,256,256,datamine,,
GA_Vigor_SingleTargetAbsorb,a9357b44-559f-534d-bb66-0f548bd5a849,Vigor,Luminous Barrier,GA_Vigor_SingleTargetAbsorb_C,true,Power,Magic.Holy,Ranged,,,"Apply a shield to target ally that absorbs up to <rt.heal>{LuminousAbsorb}</> damage. <rt.absorb>Luminous Barrier</> lasts for up to <rt.bold>12 seconds</>.

Damage absorbed by <rt.absorb>Luminous Barrier</> is <rt.heal>reduced by {LuminousDmgRed}</>.

<rt.effect>RESIDUAL LUMINOSITY</>
When <rt.absorb>Luminous Barrier</> expires or is removed from a player, they gain <rt.effect>Residual Luminosity</> for <rt.bold>15 seconds</>, <rt.heal>reducing all damage taken by 15%</>.

<rt.effect>GRAND DESIGN</>
<rt.bold>Hold down the ability button</> until a cast bar is displayed to cast this ability on up to 4 targets at 60% power. Requires <rt.mana>2 Radiant Runes</>. 

<rt.greyitalic>Vigour inscribes a rune of protection onto an ally, causing light to be woven around them into a barrier of divine energy. The barrier stops all forms of attack, whether forged by steel or conjured by magic.</>",GE_Vigor_SingleTargetAbsorb_Cost,GE_GlobalCooldown,T_Vigor_Shield,AbilityIcon,256,256,datamine,,
GA_Vigor_SingleTargetChargedHot_C,34f2f66d-a595-5701-9438-5f518ca75418,Vigor,Rune of Renewal,GA_Vigor_SingleTargetChargedHot_C,true,Power,Magic.Holy,,,,"Instantly heal target ally for {RenewalHealDirect} and apply <rt.absorb>Rune of Renewal</> on them for 30 seconds, causing all your direct healing effects on that ally to echo for an additional <rt.heal>35% of the initial heal's value</>.

The bonus healing generated by <rt.absorb>Rune of Renewal</> generates <rt.mana>Radiant Rune</> resource relative to the value of the heal.

<rt.effect>GRAND DESIGN</>
<rt.bold>Hold down the ability button</> until a cast bar is displayed to cast this ability on up to 4 targets at 60% power. Requires <rt.mana>2 Radiant Runes</>.

<rt.greyitalic>Vigour inscribes a resonating rune onto the spirit of an ally. When Vigor heals that ally, the rune pulses gently, further mending any wounds that linger as its light nourishes the body and spirit.</>",GE_Vigor_SingleTargetChargedHot_ResourceCost,GE_GlobalCooldown,T_Vigor_Rune,AbilityIcon,512,512,datamine,,
GA_Vigor_SingleTargetDot_C,42c1adac-895d-5bc9-bf9d-a72063a4e054,Vigor,Soulbrand,GA_Vigor_SingleTargetDot_C,true,Power,Magic.Holy,,true,,"Apply a searing rune to target enemy, instantly dealing <rt.warning>{RemnantDamage}</> magic damage to them, plus an additional <rt.warning>{SoulbrandTickDmg}</> magic damage <rt.bold>every</> <rt.warning>{SoulbrandPeriod}</> <rt.bold>seconds over 24 seconds</>.

<rt.absorb>Soulbrand</> generates <rt.mana>30% of a Radiant Rune</> and <rt.mana>1% Maximum Mana</> over its duration.

<rt.effect>GRAND DESIGN</>
<rt.bold>Hold down the ability button</> until a cast bar is displayed to cast this ability on up to 4 targets at 60% power. Requires <rt.mana>2 Radiant Runes</>. 

<rt.greyitalic>Vigour inscribes a searing rune onto the soul of his enemy, infusing it with radiant energy. The rune pulses painfully, steadily draining their life force while fueling Vigour’s power.</>",GE_Vigor_SingleTargetDot_ResourceCost,GE_GlobalCooldown,T_Vigor_Soulbrand,AbilityIcon,256,256,datamine,,
GA_Vigor_SkillshotAoeProjectile,6a7e3cfa-7875-592c-93b9-ff70b250c534,Vigor,Dawnbreaker Orb,GA_Vigor_SkillshotAoeProjectile_C,true,Power,Magic.Holy,Ranged,true,,"Conjure an orb of light that slowly travels forward, healing all allies it touches for {DawnOrbHeal} and damaging enemies for <rt.warning>{DawnOrbDmg}</>. The power of <rt.absorb>Dawnbreaker Orb's</> damage and healing is affected by the target's maximum health. The higher maximum health the target has, the more damage or healing it does.

Each ally and enemy touched by <rt.absorb>Dawnbreaker Orb</> generates <rt.mana>8% of a Radiant Rune</>.

<rt.greyitalic>Vigour conjures an orb of intricate runes, humming with radiant power. The orb shines brilliantly as it slowly drifts forward, burning all darkness from its path and bolstering the lifeforce of Vigour's allies.</>",GE_Vigor_SkillshotAoeProjectile_ResourceCost,GE_GlobalCooldown,T_Vigor_DawnSphere,AbilityIcon,256,256,datamine,,
GA_Warmaster_AoeIncite,67d45f96-f598-50f6-8aeb-b5c047a06937,Warmaster,Grand Melee,GA_Warmaster_AoeIncite_C,true,Control,Physical,,true,"For the next 10 seconds, <rt.effect>Incite</> all enemies in a large radius around you, forcing them to only use <bold>Auto Attacks</> and only attack you.

All allies within the radius of <rt.absorb>Grand Melee</> take <rt.effect>20% reduced magic damage</> while it is active.

<rt.meikoability2>Can be used during Global Cooldown</>",,,,T_WM_Incite,AbilityIcon,256,256,datamine,,
GA_Warmaster_BouncyProjectile_C,2870bab9-74c7-5a7b-a2ee-c69f26846a80,Warmaster,Shield Throw,GA_Warmaster_BouncyProjectile_C,true,Core,Physical,Ranged,true,,"Throw your shield at target enemy dealing <rt.warning>{ShieldThrwDirect}</> physical damage. The shield bounces to up to 5 additional nearby enemies.

Each time <rt.absorb>Shield Throw</> deals damage it generates <rt.mana>Toughness relative to the damage dealt</>.

<rt.effect>VETERAN OF WAR</>
<rt.absorb>Shield Throw</> reduces the cooldown of your <rt.absorb>Shockwave</> ability by 3.0 seconds.",,GE_GlobalCooldown,T_Warmaster_Shieldthrow,AbilityIcon,256,256,datamine,,
GA_Warmaster_DefenceBuff_C,8c738a97-cc72-5352-ab73-0c3e0871963b,Warmaster,Shields Up,GA_Warmaster_DefenceBuff_C,true,Defensive,,,,,"Raise your shield, increasing your <rt.mana>Toughness by 30%</> and increasing your <rt.meikoability1>Block chance by 25%</> for 12 sec.

<rt.absorb>Shields Up</> gains <rt.meikoability2>Cooldown Acceleration</> equal to your Haste.

<rt.meikoability1>Each time you succesfully Block an attack, you generate</> <rt.mana>3% Toughness</>.

<rt.mana>TOUGHNESS</>
<rt.mana>Toughness</> is displayed as a bar to the right of your character. The more Toughness you have, the less damage Helena takes. Your <rt.mana>maximum Toughness value (</><rt.heal>{MaxToughness}</><rt.mana>) is equal to {StrCoefficient} strength. Every 1% of Critical Strike, Haste, Expertise, and Spirit you have further increases the final amount by 2%</>.

<rt.meikoability2>Can be used during Global Cooldown</>",,,T_Warmaster_Shieldsup,AbilityIcon,512,512,datamine,,
GA_Warmaster_HeavyMelee_C,e47d4977-26a8-5c45-81ac-1e3224616ba5,Warmaster,Power Strike,GA_Warmaster_HeavyMelee_C,true,Basic,Physical,,true,,"Perform a heavy strike, dealing <rt.warning>{PwrStrkDirect}</> physical damage to target.

<rt.effect>VETERAN OF WAR</>
<rt.absorb>Power Strike</> reduces the cooldown of your <rt.absorb>Shield Slam</> and <rt.absorb>Shield Throw</> abilities by 2 seconds.",,GE_GlobalCooldown,T_Warmaster_FatalBlow,AbilityIcon,256,256,datamine,,
GA_Warmaster_InstantMeleeCleave,04a9fb57-1278-5ec6-adef-f1c0fc2d553b,Warmaster,Sweeping Strike,GA_Warmaster_InstantMeleeCleave_C,true,Power,Physical,,true,,"Deals <rt.warning>{SweepStrkDirect}</> physical damage to your target and other nearby enemies and grants you <rt.effect>Blood Rally</> for {BloodRushDuration} seconds, <rt.heal>healing you for {BloodRushHeal} of your maximum Health every {BloodRushPeriod}</>.

Enemies hit by <rt.absorb>Sweeping Strike</> bleed for <rt.warning>{SweepStrikDot}</> physical damage <rt.bold>every</> <rt.warning>{SweepStrikePeriod}</><rt.bold> seconds for 12 seconds</>.",,GE_GlobalCooldown,T_Warmaster_BleedStrike,AbilityIcon,256,256,datamine,,
GA_Warmaster_LightMelee_C,faad91d5-816c-5a8f-9a83-e2fbb26fa546,Warmaster,Measured Strike,GA_Warmaster_LightMelee_C,true,Basic,Physical,,true,,"Strike target enemy with your sword, dealing <rt.warning>{MeaStrikeDirect}</> physical damage to them and nearby enemies.

<rt.effect>VETERAN OF WAR</>
<rt.absorb>Measured Strike</> reduces the cooldown of your <rt.absorb>Shield Slam</> and <rt.absorb>Shield Throw</> abilities by 2 seconds.",,GE_GlobalCooldown,T_Warmaster_BasicStrike,AbilityIcon,256,256,datamine,,
GA_Warmaster_MeleeAoeSlow_C,1646a6d6-4eb8-582f-b413-81536899b2b0,Warmaster,Shockwave,GA_Warmaster_MeleeAoeSlow_C,true,Power,Physical,,true,,"Slam sword and shield together creating a forceful explosion, dealing <rt.warning>{ShockwaveDirect}</> physical damage to enemies in a large radius.

Enemies that take damage from <rt.absorb>Shockwave</> have <rt.effect>reduced movement speed</> for 5 seconds, starting at 90% and dimishing by 10% every 0.5 seconds.

<rt.absorb>Shockwave</> generates <rt.mana>25% Toughness</>.

<rt.effect>VETERAN OF WAR</>
<rt.absorb>Shockwave</> reduces the cooldown of your <rt.absorb>Shields Up</> ability by 6 seconds.",GE_Warmaster_MeleeAoeSlow_ResourceCost,GE_GlobalCooldown,T_Warmaster_shockwave,AbilityIcon,256,256,datamine,,
GA_Warmaster_MeleeAutoAttack_C,60a0d38e-2aef-5a52-88c2-0fe9877cb5c2,Warmaster,Attack,GA_Warmaster_MeleeAutoAttack_C,true,,,,true,,,,,Tex_swords_01_bg,AbilityIcon,256,256,datamine,,
GA_Warmaster_MeleeCleave_C,ff0f58d2-61f7-5bf2-9303-37d8ff2bcf91,Warmaster,Shield Slam,GA_Warmaster_MeleeCleave_C,true,Core,Physical,,true,,"Deals <rt.warning>{ShieldSlamDirect}</> physical damage to your target and <rt.warning>{ShieldSlamCleave}</> physical damage to other enemies near your target.

<rt.absorb>Shield Slam</> gains <rt.meikoability2>Cooldown Acceleration</> equal to your Haste.

<rt.absorb>Shield Slam</> generates <rt.mana>15% Toughness</>.

<rt.effect>LINGERING CONCUSSION</>
<rt.absorb>Shield Slam</> applies <rt.effect>Lingering Concussion</> to your main target, causing them to deal <rt.heal>3% reduced damage to you for 12 seconds</>. <rt.effect>Lingering Concussion</> stacks up to 5 times.

<rt.mana>TOUGHNESS</>
<rt.mana>Toughness</> is displayed as a bar to the right of your character. The more Toughness you have, the less damage Helena takes. Your <rt.mana>maximum Toughness value (</><rt.heal>{MaxToughness}</><rt.mana>) is equal to {StrCoefficient} strength. Every 1% of Critical Strike, Haste, Expertise, and Spirit you have further increases the final amount by 2%</>.

<rt.effect>VETERAN OF WAR</>
<rt.absorb>Shield Slam</> reduces the cooldown of your <rt.absorb>Shockwave</> ability by 3.0 seconds.",,GE_GlobalCooldown,T_Warmaster_ShieldSlam,AbilityIcon,256,256,datamine,,
GA_Warmaster_MeleeInterrupt_C,799d6dc9-464d-5514-9dd9-e5a21b8a884e,Warmaster,Bash,GA_Warmaster_MeleeInterrupt_C,true,Utility,Physical,,,"<rt.absorb>Interrupt</> the target's spellcasting and prevent it from casting for 4 sec. 
Must interrupt a spell, or it will have no effect.

<rt.meikoability2>Can be used during Global Cooldown</>",,,,T_Warmaster_Interrupt,AbilityIcon,256,256,datamine,,
GA_Warmaster_MoveSpeedBuff,d509d3b0-3ec3-5583-bbbb-ae5b7de8d685,Warmaster,Hold the Line,GA_Warmaster_MoveSpeedBuff_C,true,Major,Physical,,,,"Instantly resets the cooldown of your <rt.absorb>Shield Slam</> ability and causes your next <rt.absorb>Shield Slam</> within 12 seconds to be <rt.effect>Empowered</>.

<rt.effect>Empowered Shield Slam</>
Your next <rt.absorb>Shield Slam</> applies a barrier on you, absorbing up to <rt.heal>{ShieldSlamAbsrb}</> damage taken for 8 seconds. Your <rt.mana>Toughness</> is not reduced while the barrier is active.

<rt.meikoability2>Can be used during Global Cooldown</>

<rt.effect>VETERAN OF WAR</>
<rt.absorb>Hold the Line</> reduces the cooldown of your <rt.absorb>Shield Slam</>, <rt.absorb>Shield Throw</>, <rt.absorb>Shields Up</>, and <rt.absorb>Shockwave</> abilities by 10 seconds.",,,T_WM_HoldTheLine,AbilityIcon,512,512,datamine,,
GA_Warmaster_MoveToTargetStun_C,8dbfaa1b-8039-5a66-99cc-1b12598eb199,Warmaster,Charge,GA_Warmaster_MoveToTargetStun_C,true,Movement,Physical,,true,,"Charge at target enemy, dealing <rt.warning>{ChargeDirect}</> physical damage and <rt.effect>Stunning</> them for 2 seconds.",,,T_Warmaster_Charge,AbilityIcon,256,256,datamine,,
GA_Warmaster_NoResourceLossSelfBuff_C,b6d45709-f15c-5e1f-a58a-4f13a013ef91,Warmaster,Iron Wall,GA_Warmaster_NoResourceLossSelfBuff_C,true,Major,Physical,,,"Your <rt.mana>Toughness</> can not be reduced for 12 seconds.

<rt.meikoability2>Can be used during Global Cooldown</>",,,,T_Warmaster_IronWall,AbilityIcon,256,256,datamine,,
GA_Warmaster_RangedTaunt_C,363f2786-c40a-527e-aa4b-1b6d151c416f,Warmaster,Taunt,GA_Warmaster_RangedTaunt_C,true,Utility,Physical,,true,"<rt.absorb>Taunt</> the target, forcing it to attack you for 6 sec.

<rt.meikoability2>Can be used during Global Cooldown</>",,,,T_warmaster_Taunt,AbilityIcon,256,256,datamine,,
GA_Warmaster_ShieldSelfBuff,2c4a2c0b-56f5-5c84-99fb-9dd5d321f5ee,Warmaster,Siegebreaker,GA_Warmaster_ShieldSelfBuff_C,true,Spirit,,,,"For the next 20 seconds, the cooldown reduction granted by your <rt.effect>Veteran of War</> is doubled.

While <rt.absorb>Siegebreaker</>is active, you take 25% reduced damage and your <rt.absorb>Shield Slam</>, <rt.absorb>Shield Throw</> and <rt.absorb>Shockwave</> abilities deal 25% increased damage.

<rt.absorb>SPIRIT ABILITY</>
<rt.greyitalic>When you activate your Spirit ability you gain </><rt.absorb> Spirit of Heroism</><rt.greyitalic>, granting +30% Haste for 20 sec.</>",,GE_Warmaster_ShieldSelfBuff_SpiritCost,,T_Warmaster_Ultimate,AbilityIcon,256,256,datamine,,
GE_Firemage_PlacedProjectileAoe_DirectDamageBased_Dot,0e77bebd-b4a4-58e9-9996-40a3396593b6,Firemage,Fire Ball,GA_Firemage_Passive_PlacedProjectileAoeDamageMonitor_C,true,,,,,,Inflicting fire damage every 2 seconds.,,,Firemage_Inferno,AbilityIcon,256,256,datamine,,
